species,group,Exposure
Endlicheria_chrysovelutina,Plants,0.634553045
Endlicheria_coriacea,Plants,0.543714563
Endlicheria_dictifarinosa,Plants,0.896237706
Endlicheria_directonervia,Plants,0.778965897
Endlicheria_duotincta,Plants,1.366868368
Endlicheria_formosa,Plants,0.842505168
Endlicheria_glomerata,Plants,0.823236343
Endlicheria_gracilis,Plants,1.097178483
Endlicheria_klugii,Plants,0.615184224
Endlicheria_longicaudata,Plants,1.415097795
Endlicheria_lorastemon,Plants,0.636629547
Endlicheria_macrophylla,Plants,0.898319804
Endlicheria_melinonii,Plants,1.52929842
Endlicheria_metallica,Plants,0.77654416
Endlicheria_mishuyacensis,Plants,0.677123601
Endlicheria_multiflora,Plants,1.051808746
Endlicheria_oreocola,Plants,0.831509919
Endlicheria_paniculata,Plants,0.75349058
Endlicheria_punctulata,Plants,1.834919968
Endlicheria_pyriformis,Plants,1.136754927
Endlicheria_rubiflora,Plants,0.648117881
Endlicheria_rubra,Plants,0.789365861
Endlicheria_rubriflora,Plants,0.873279696
Endlicheria_sericea,Plants,0.99753719
Endlicheria_sprucei,Plants,0.775921079
Endlicheria_tomentosa,Plants,2.643902048
Endlicheria_tschudyana,Plants,0.756483545
Endlicheria_verticillata,Plants,0.660637933
Endlicheria_vinotincta,Plants,0.796750866
Engraulisoma_taeniatum,Fishes,0.669084271
Engystomops_freibergi,Amphibians,1.08446505
Engystomops_petersi,Amphibians,0.55486317
Engystomops_pustulosus,Amphibians,3.809090958
Ennealophus_foliosus,Plants,1.514674163
Ensifera_ensifera,Birds,0.917302902
Entada_gigas,Plants,1.329994251
Entada_polyphylla,Plants,0.86548094
Enterolobium_contortisiliquum,Plants,0.74112208
Enterolobium_ellipticum,Plants,0.425999613
Enterolobium_glaziovii,Plants,1.193801381
Enterolobium_monjollo,Plants,0.492446988
Enterolobium_oldemanii,Plants,11.96733292
Enteropogon_mollis,Plants,1.751966684
Enterosora_ecostata,Plants,0.981568052
Enterosora_parietina,Plants,1.09122961
Enterosora_trifurcata,Plants,1.235867824
Entodon_beyrichii,Plants,0.006669495
Entodon_complicatus,Plants,7.03228342
Entodon_micans,Plants,2.466218279
Entodon_nanoclimacium,Plants,1.771476864
Entodon_pallidisetus,Plants,7.666327118
Entodon_squarrosus,Plants,7.503722505
Entodontopsis_angustiretis,Plants,0.467960209
Entodontopsis_cultelliformis,Plants,1.382681201
Entodontopsis_nitens,Plants,0.484486632
Entomocorus_benjamini,Fishes,0.847972635
Entomocorus_gameroi,Fishes,0.539240366
Entomocorus_melaphareus,Fishes,1.906808914
Entomodestes_leucotis,Birds,1.196291794
Entosthodon_laevis,Plants,1.974074833
Entosthodon_lindigii,Plants,0.994060635
Enyalioides_annularis,Reptiles,1.550901444
Enyalioides_cofanorum,Reptiles,0.536924678
Enyalioides_laticeps,Reptiles,0.511043899
Enyalioides_microlepis,Reptiles,0.619498678
Enyalioides_palpebralis,Reptiles,0.623848578
Enyalioides_praestabilis,Reptiles,1.075962502
Enyalioides_rubrigularis,Reptiles,3.04094845
Enyalioides_rudolfarndti,Reptiles,1.666479053
Enyalius_leechii,Reptiles,1.627961248
Enydra_fluctuans,Plants,0.689397949
Enydra_radicans,Plants,0.573467676
Enydra_sessilifolia,Plants,5.151155114
Epaltes_brasiliensis,Plants,1.116881427
Epapterus_dispilurus,Fishes,1.011117653
Eperua_bijuga,Plants,0.849087611
Eperua_grandiflora,Plants,1.594179641
Eperua_obtusata,Plants,1.318674437
Eperua_purpurea,Plants,0.598742294
Eperua_rubiginosa,Plants,1.656756171
Eperua_schomburgkiana,Plants,1.675243661
Eperua_venosa,Plants,1.781770615
Ephedra_rupestris,Plants,0.76900284
Ephedranthus_boliviensis,Plants,0.551960641
Ephedranthus_dimerus,Plants,0.406560395
Epicrates_cenchria,Reptiles,0.991519448
Epicrates_crassus,Reptiles,1.388153705
Epicrates_maurus,Reptiles,1.218766221
Epicrionops_bicolor,Amphibians,0.502200924
Epicrionops_peruvianus,Amphibians,10.98992919
Epicrionops_petersi,Amphibians,2.131384528
Epictia_albifrons,Reptiles,1.478478821
Epictia_diaplocia,Reptiles,0.920573408
Epictia_peruviana,Reptiles,3.107674361
Epidendrum_alopecurium,Plants,16.6508666
Epidendrum_alpicola,Plants,0.855350124
Epidendrum_alpicolum,Plants,1.165424532
Epidendrum_althausenii,Plants,5.257401396
Epidendrum_amapense,Plants,2.271234663
Epidendrum_amaruense,Plants,3.577249436
Epidendrum_ampliracemum,Plants,10.95462774
Epidendrum_anderssonii,Plants,1.061779469
Epidendrum_armeniacum,Plants,1.349590772
Epidendrum_avicula,Plants,1.536111642
Epidendrum_bangii,Plants,0.859572722
Epidendrum_bolivianum,Plants,18.63164276
Epidendrum_borealistachyum,Plants,1.749864972
Epidendrum_brevivenium,Plants,0.114146378
Epidendrum_calanthum,Plants,1.324468633
Epidendrum_campestre,Plants,0.941063764
Epidendrum_cardiophyllum,Plants,0.663788324
Epidendrum_carpophorum,Plants,1.047478531
Epidendrum_cereiflorum,Plants,25.05280592
Epidendrum_cernuum,Plants,0.34924077
Epidendrum_chioneum,Plants,0.012761009
Epidendrum_chortophyllum,Plants,7.474358413
Epidendrum_cochlidium,Plants,1.026852751
Epidendrum_coroicoensis,Plants,6.615897156
Epidendrum_coronatum,Plants,0.924854717
Epidendrum_coryophorum,Plants,0.101668078
Epidendrum_criniferum,Plants,1.162479966
Epidendrum_cylindraceum,Plants,0.733001633
Epidendrum_decurviflorum,Plants,1.845408852
Epidendrum_densifolium,Plants,0.427528272
Epidendrum_dichaeoides,Plants,0.580427787
Epidendrum_dichotomum,Plants,7.503722505
Epidendrum_durum,Plants,0.762478797
Epidendrum_elatum,Plants,1.263544261
Epidendrum_elleanthoides,Plants,0.379002921
Epidendrum_ellipticum,Plants,2.957103344
Epidendrum_evelynae,Plants,2.600818295
Epidendrum_ferrugineum,Plants,1.441680532
Epidendrum_friderici-guilielmi,Plants,0.459557487
Epidendrum_frigidum,Plants,0.643560631
Epidendrum_fujimorianum,Plants,3.159076313
Epidendrum_geminiflorum,Plants,0.735015127
Epidendrum_gentryi,Plants,0.760243239
Epidendrum_gramineum,Plants,7.503722505
Epidendrum_gransabanensis,Plants,2.302846729
Epidendrum_gudinoi,Plants,8.992359925
Epidendrum_haenkeanum,Plants,8.039250748
Epidendrum_hernandoi,Plants,1.681952329
Epidendrum_herrenhusanum,Plants,8.439800071
Epidendrum_herreranum,Plants,6.625344183
Epidendrum_holochilum,Plants,1.255723241
Epidendrum_ibaguense,Plants,1.269446904
Epidendrum_jajense,Plants,1.327730091
Epidendrum_jamiesonis,Plants,0.284455328
Epidendrum_jasminosmum,Plants,0.836299834
Epidendrum_jatunsachanum,Plants,13.15382841
Epidendrum_lechleri,Plants,17.4290933
Epidendrum_longicolle,Plants,0.561691819
Epidendrum_loxense,Plants,0.475369287
Epidendrum_luckei,Plants,0.71045055
Epidendrum_lumbaquiense,Plants,4.431774236
Epidendrum_macrocarpum,Plants,0.953424331
Epidendrum_marcapatense,Plants,19.37440033
Epidendrum_marsupiale,Plants,0.5348998
Epidendrum_mesogastropodium,Plants,7.857104824
Epidendrum_micro-cattleya,Plants,2.088568325
Epidendrum_microphyllum,Plants,1.195296301
Epidendrum_milenae,Plants,8.980757361
Epidendrum_minus,Plants,0.883454156
Epidendrum_minutidentatum,Plants,9.953529164
Epidendrum_miserrimum,Plants,0.753783487
Epidendrum_modestum,Plants,0.024893028
Epidendrum_montispichinchense,Plants,1.696923549
Epidendrum_moritzii,Plants,1.687179074
Epidendrum_musciferum,Plants,0.573515087
Epidendrum_nocturnum,Plants,1.068488203
Epidendrum_obliquum,Plants,62.24458829
Epidendrum_odontospathum,Plants,0.635361161
Epidendrum_orchidiflorum,Plants,0.889864865
Epidendrum_paniculatum,Plants,1.261619318
Epidendrum_paniculosum,Plants,1.723943456
Epidendrum_peraltum,Plants,0.403955354
Epidendrum_pichinchae,Plants,0.152117774
Epidendrum_piperinum,Plants,0.3028657
Epidendrum_pleurobotrys,Plants,0.569561547
Epidendrum_prasinum,Plants,1.101867543
Epidendrum_purpurascens,Plants,1.304375378
Epidendrum_ramosum,Plants,1.540268412
Epidendrum_renilabium,Plants,0.151442035
Epidendrum_retrosepalum,Plants,6.705012168
Epidendrum_rigidum,Plants,1.036173376
Epidendrum_roncanum,Plants,11.44474116
Epidendrum_ruizianum,Plants,1.336563426
Epidendrum_saxatile,Plants,0.262289293
Epidendrum_scabrum,Plants,0.981177649
Epidendrum_scopulorum,Plants,1.381735491
Epidendrum_serpens,Plants,0.011026914
Epidendrum_soratae,Plants,1.57895387
Epidendrum_spruceanum,Plants,6.14541034
Epidendrum_stamfordianum,Plants,1.067329387
Epidendrum_stiliferum,Plants,14.44864347
Epidendrum_strobiliferum,Plants,1.161889873
Epidendrum_syringodes,Plants,26.71836185
Epidendrum_trachysepalum,Plants,4.564892805
Epidendrum_vesicicaule,Plants,0.877082073
Epidendrum_violascens,Plants,1.410393365
Epidendrum_viridibrunneum,Plants,3.011261069
Epidendrum_whittenii,Plants,10.41554618
Epidendrum_xanthinum,Plants,0.934444817
Epilobium_denticulatum,Plants,0.931287097
Epilobium_pedicellare,Plants,1.223978994
Epilyna_embreei,Plants,12.89000077
Epilyna_hirtzii,Plants,5.942881751
Epinecrophylla_amazonica,Birds,0.698611637
Epinecrophylla_erythrura,Birds,0.44905598
Epinecrophylla_gutturalis,Birds,1.373047741
Epinecrophylla_haematonota,Birds,0.52742741
Epinecrophylla_hoffmannsi,Birds,1.681836603
Epinecrophylla_leucophthalma,Birds,1.106628885
Epinecrophylla_ornata,Birds,1.034352094
Epinecrophylla_spodionota,Birds,0.866061109
Epipterygium_mandonii,Plants,4.433247193
Episcia_lilacina,Plants,1.267476123
Episcia_reptans,Plants,0.57716546
Epistephium_amplexicaule,Plants,0.758736914
Epistephium_duckei,Plants,0.8985744
Epistephium_hernandii,Plants,0.352152258
Epistephium_laxiflorum,Plants,0.687017803
Epistephium_lucidum,Plants,1.104931558
Epistephium_parviflorum,Plants,1.117044834
Epistephium_subrepens,Plants,1.220892548
Eptesicus_brasiliensis,Mammals,0.917840699
Eptesicus_chiriquinus,Mammals,2.993887137
Eptesicus_furinalis,Mammals,0.921831408
Eragrostis_airoides,Plants,1.512321663
Eragrostis_articulata,Plants,0.85134292
Eragrostis_bahiensis,Plants,1.185009099
Eragrostis_lugens,Plants,1.456155681
Eragrostis_lurida,Plants,0.911034877
Eragrostis_macrothyrsa,Plants,2.403110805
Eragrostis_maypurensis,Plants,1.088434037
Eragrostis_neesii,Plants,0.20603902
Eragrostis_nigricans,Plants,1.247866625
Eragrostis_orthoclada,Plants,2.136985804
Eragrostis_polytricha,Plants,1.367074759
Eragrostis_rufescens,Plants,1.224662834
Eragrostis_scaligera,Plants,3.06041486
Eragrostis_secundiflora,Plants,1.178072994
Eragrostis_solida,Plants,0.798239556
Eragrostis_trichocolea,Plants,4.44425203
Erato_polymnioides,Plants,1.033817838
Erato_sodiroi,Plants,0.301669999
Erato_stenolepis,Plants,2.702364052
Erato_vulcanica,Plants,0.900609178
Erechtites_hieraciifolius,Plants,1.215543173
Eremanthus_argenteus,Plants,0.166557398
Eremanthus_glomeratus,Plants,0.610236094
Eremanthus_glomerulatus,Plants,0.27173605
Eremanthus_graciellae,Plants,0.252128968
Eremanthus_incanus,Plants,0.969288703
Eremanthus_mattogrossensis,Plants,1.077830883
Eremanthus_pohlii,Plants,0.427999435
Eremanthus_rondoniensis,Plants,0.081723732
Eremanthus_stellatus,Plants,2.304921065
Eremanthus_uniflorus,Plants,0.290875007
Eremanthus_veadeiroensis,Plants,0.378459065
Eremocaulon_capitatum,Plants,0.537078074
Eremoryzomys_polius,Mammals,0.404444952
Erigeron_bonariensis,Plants,0.903712171
Erigeron_canadense,Plants,0.861794202
Erigeron_chionophilus,Plants,12.56660474
Erigeron_lanceolatus,Plants,0.932274929
Erigeron_pazensis,Plants,3.561779922
Erigeron_repens,Plants,2.304921065
Erigeron_rosulatus,Plants,2.762741596
Eriocaulon_burchellii,Plants,5.285737643
Eriocaulon_dictyophyllum,Plants,0.536204306
Eriocaulon_glaziovii,Plants,2.304921065
Eriocaulon_herzogii,Plants,2.304921065
Eriocaulon_heterodoxum,Plants,4.669018083
Eriocaulon_klotzschii,Plants,2.814711173
Eriocaulon_macrobolax,Plants,2.304921065
Eriocaulon_milhoense,Plants,2.304921065
Eriocaulon_neglectum,Plants,2.304921065
Eriocaulon_obtusum,Plants,2.304921065
Eriocaulon_peruvianum,Plants,1.255723241
Eriocaulon_rosulatum,Plants,2.304921065
Eriochloa_grandiflora,Plants,0.606461983
Eriochloa_pacifica,Plants,1.636929796
Eriochloa_polystachya,Plants,0.757238801
Eriochrysis_holcoides,Plants,1.111660623
Eriochrysis_laxa,Plants,0.481878409
Eriochrysis_warmingiana,Plants,0.278292785
Eriocnemis_aline,Birds,0.03379013
Eriocnemis_glaucopoides,Birds,0.883189687
Eriocnemis_mosquera,Birds,0.139699898
Eriocnemis_sapphiropygia,Birds,0.745419735
Eriocnemis_vestita,Birds,0.20286261
Eriodendron_hypoleucum,Plants,2.304921065
Eriope_anamariae,Plants,0.52565824
Eriope_arenaria,Plants,0.592800837
Eriope_complicata,Plants,0.518330565
Eriope_filifolia,Plants,0.71046035
Eriope_macrostachya,Plants,0.341616789
Eriope_microstachya,Plants,2.304921065
Eriope_monticola,Plants,6.472975196
Eriope_velutina,Plants,0.642071335
Eriopus_setigerus,Plants,0.539367717
Eriosema_campestre,Plants,0.489765462
Eriosema_crassicaule,Plants,2.304921065
Eriosema_crinitum,Plants,1.005166512
Eriosema_platycarpon,Plants,0.470500515
Eriosema_riedelii,Plants,2.304921065
Eriosema_rufum,Plants,1.39870021
Eriosema_venulosum,Plants,0.530916216
Eriosema_violaceum,Plants,1.20870604
Eriosorus_accrescens,Plants,0.808550376
Eriosorus_ascendens,Plants,7.336042165
Eriosorus_flexuosus,Plants,1.292026481
Eriosorus_insignis,Plants,1.99590436
Eriosorus_longipetiolatus,Plants,0.126426508
Eriosorus_madidiensis,Plants,2.838142365
Eriosorus_myriophyllus,Plants,1.544988626
Eriosorus_novogranatensis,Plants,1.002963119
Eriosorus_rufescens,Plants,1.368850067
Eriosorus_sellowianus,Plants,2.304921065
Eriosorus_setulosus,Plants,0.406221653
Eriosorus_stuebelii,Plants,4.256781713
Eriotheca_estevesiae,Plants,0.386585767
Eriotheca_globosa,Plants,1.050340097
Eriotheca_gracilipes,Plants,0.84081517
Eriotheca_pubescens,Plants,0.090373695
Eriotheca_ruizii,Plants,0.724679063
Eriotheca_surinamensis,Plants,1.328888899
Erisma_calcaratum,Plants,0.850996877
Erisma_japura,Plants,0.270468864
Erisma_nitidum,Plants,1.508244205
Erisma_silvae,Plants,2.304921065
Erisma_splendens,Plants,0.516031076
Erisma_uncinatum,Plants,0.959858732
Ernestia_blackii,Plants,2.101431035
Ernestia_confertiflora,Plants,0.691213865
Ernestia_cordifolia,Plants,1.50062112
Ernestia_glandulosa,Plants,2.040757512
Ernestia_maguirei,Plants,0.517684821
Ernestia_quadriseta,Plants,1.155638249
Ernestia_rubra,Plants,1.892503586
Ernstichthys_intonsus,Fishes,0.198390952
Ernstichthys_megistus,Fishes,0.651612235
Erpodium_coronatum,Plants,0.205490289
Erpodium_pringlei,Plants,0.346595326
Erycina_pusilla,Plants,1.074047043
Eryngium_bolivianum,Plants,4.512320669
Eryngium_buchtienii,Plants,78.93732754
Eryngium_ebracteatum,Plants,0.632559512
Eryngium_floribundum,Plants,0.438690671
Eryngium_fluminensis,Plants,1.967002463
Eryngium_foetidum,Plants,0.951949624
Eryngium_goyazense,Plants,0.001359499
Eryngium_hemisphaericum,Plants,1.203903051
Eryngium_juncifolium,Plants,0.586012909
Eryngium_koehneanum,Plants,1.764045513
Eryngium_marginatum,Plants,0.597009562
Eryngium_pandanifolium,Plants,0.783452696
Eryngium_pristis,Plants,0.626999313
Eryngium_regnellii,Plants,1.161035805
Eryngium_sellowii,Plants,1.034548457
Eryngium_serra,Plants,1.041190071
Eryngium_weberbaueri,Plants,2.254779761
Erysimum_laxum,Plants,7.503722505
Erythrina_costaricensis,Plants,0.0454685
Erythrina_crista-galli,Plants,0.81949404
Erythrina_dominguezii,Plants,1.025566077
Erythrina_edulis,Plants,0.918631303
Erythrina_poeppigiana,Plants,0.888833102
Erythrina_similis,Plants,0.488887026
Erythrina_smithiana,Plants,1.083191699
Erythrina_speciosa,Plants,0.628527213
Erythrina_ulei,Plants,0.873304966
Erythrina_velutina,Plants,0.762181758
Erythrina_verna,Plants,0.555390421
Erythrinus_erythrinus,Fishes,0.917971138
Erythrochiton_brasiliensis,Plants,1.205283038
Erythrochiton_giganteus,Plants,0.367230091
Erythrochiton_macropodum,Plants,7.659040184
Erythrochiton_trichanthus,Plants,0.791980754
Erythrodes_arietina,Plants,0.878960692
Erythrodes_buchtienii,Plants,6.615897156
Erythrodes_lutea,Plants,7.044752648
Erythrodes_major,Plants,13.15382841
Erythrolamprus_aesculapii,Reptiles,0.984142957
Erythrolamprus_almadensis,Reptiles,0.834445494
Erythrolamprus_bizona,Reptiles,0.602722502
Erythrolamprus_breviceps,Reptiles,0.931800042
Erythrolamprus_carajasensis,Reptiles,2.387065514
Erythrolamprus_cobella,Reptiles,2.763084878
Erythrolamprus_dorsocorallinus,Reptiles,0.253273368
Erythrolamprus_epinephelus,Reptiles,0.780733935
Erythrolamprus_festae,Reptiles,1.014065917
Erythrolamprus_guentheri,Reptiles,0.938065671
Erythrolamprus_ingeri,Reptiles,0.444810192
Erythrolamprus_janaleeae,Reptiles,0.713885105
Erythrolamprus_maryellenae,Reptiles,0.281060308
Erythrolamprus_melanotus,Reptiles,0.69215034
Erythrolamprus_miliaris,Reptiles,0.968369523
Erythrolamprus_oligolepis,Reptiles,0.852859903
Erythrolamprus_poecilogyrus,Reptiles,0.634011027
Erythrolamprus_pygmaeus,Reptiles,0.610595058
Erythrolamprus_reginae,Reptiles,0.985841836
Erythrolamprus_taeniogaster,Reptiles,0.930316672
Erythrolamprus_taeniurus,Reptiles,2.401658479
Erythrolamprus_typhlus,Reptiles,0.991316861
Erythrophyllopsis_andina,Plants,2.257429035
Erythroxylon_macrophyllum,Plants,6.227579802
Erythroxylon_patens,Plants,3.709171779
Erythroxylum_affine,Plants,0.75451333
Erythroxylum_amazonicum,Plants,1.052212312
Erythroxylum_anguifugum,Plants,1.025093986
Erythroxylum_bangii,Plants,6.340354544
Erythroxylum_betulaceum,Plants,0.176777121
Erythroxylum_cataractarum,Plants,0.678222442
Erythroxylum_citrifolium,Plants,1.08178864
Erythroxylum_coca,Plants,0.54306358
Erythroxylum_cuspidifolium,Plants,2.971358217
Erythroxylum_daphnites,Plants,0.789245396
Erythroxylum_deciduum,Plants,0.893203317
Erythroxylum_densum,Plants,1.008224322
Erythroxylum_diciduum,Plants,19.56991905
Erythroxylum_dillonii,Plants,0.439606983
Erythroxylum_fimbriatum,Plants,0.882416249
Erythroxylum_flaccidum,Plants,0.755889708
Erythroxylum_glazioui,Plants,0.835789423
Erythroxylum_guanchezii,Plants,6.269195964
Erythroxylum_hamigerum,Plants,1.211869219
Erythroxylum_hondense,Plants,1.558718453
Erythroxylum_impressum,Plants,1.799476908
Erythroxylum_kapplerianum,Plants,1.191397406
Erythroxylum_laetevirens,Plants,0.016143912
Erythroxylum_leptoneurum,Plants,1.440348257
Erythroxylum_lineolatum,Plants,2.0741178
Erythroxylum_loefgrenii,Plants,0.115019725
Erythroxylum_macrocalyx,Plants,0.781794451
Erythroxylum_macrochaetum,Plants,0.530719709
Erythroxylum_macrophyllum,Plants,0.987968474
Erythroxylum_mamacoca,Plants,0.563355681
Erythroxylum_maracasense,Plants,1.102960798
Erythroxylum_mucronatum,Plants,0.934927383
Erythroxylum_nelson-rosae,Plants,1.393806244
Erythroxylum_nobile,Plants,1.990464535
Erythroxylum_nordestinum,Plants,0.720425071
Erythroxylum_novogranatense,Plants,0.487687365
Erythroxylum_nummularia,Plants,0.796917046
Erythroxylum_ochranthum,Plants,1.523669568
Erythroxylum_orinocense,Plants,0.431157201
Erythroxylum_oxycarpum,Plants,0.666004728
Erythroxylum_oxypetalum,Plants,0.649868068
Erythroxylum_parvistipulatum,Plants,0.811325753
Erythroxylum_passerinum,Plants,3.229161622
Erythroxylum_patens,Plants,0.762209689
Erythroxylum_pauferrense,Plants,1.113680148
Erythroxylum_pruinosum,Plants,1.03161307
Erythroxylum_pulchrum,Plants,1.080250391
Erythroxylum_raimondii,Plants,1.195787239
Erythroxylum_roraimae,Plants,1.852999164
Erythroxylum_ruryi,Plants,0.70299568
Erythroxylum_shatona,Plants,1.980850534
Erythroxylum_spruceanum,Plants,0.845850998
Erythroxylum_squamatum,Plants,1.133066133
Erythroxylum_striolatum,Plants,2.304921065
Erythroxylum_subracemosum,Plants,1.084784031
Erythroxylum_subrotundum,Plants,1.114747053
Erythroxylum_subsessile,Plants,1.905736134
Erythroxylum_tortuosum,Plants,0.716057627
Erythroxylum_undulatum,Plants,0.715331805
