species,group,Exposure
Myiarchus_tyrannulus_R,Birds,1.258913894
Myiarchus_venezuelensis,Birds,0.876348517
Myiobius_atricaudus,Birds,1.029650081
Myiobius_barbatus,Birds,1.02714943
Myiobius_villosus,Birds,1.651199829
Myioborus_brunniceps,Birds,2.777208088
Myioborus_castaneocapilla,Birds,0.004580118
Myioborus_melanocephalus,Birds,1.094645389
Myioborus_miniatus,Birds,1.051733204
Myiodynastes_chrysocephalus,Birds,1.478167925
Myiodynastes_hemichrysus,Birds,1.014269515
Myiodynastes_luteiventris_N,Birds,0.254287259
Myiodynastes_maculatus_R,Birds,0.915798388
Myiodynastes_solitarius_B,Birds,0.662632681
Myiodynastes_solitarius_N,Birds,0.842922148
Myiodynastes_solitarius_R,Birds,0.995158194
Myiopagis_cinerea,Birds,0.820477552
Myiopagis_flavivertex,Birds,1.121738216
Myiopagis_gaimardii,Birds,0.940527489
Myiopagis_olallai,Birds,1.396712299
Myiopagis_viridicata,Birds,0.853577689
Myiophobus_crypterythrus,Birds,0.50287322
Myiophobus_cryptoxanthus,Birds,1.2918383
Myiophobus_fasciatus,Birds,1.052163482
Myiophobus_flavicans,Birds,1.59058082
Myiophobus_inornatus,Birds,2.459217276
Myiophobus_phoenicomitra,Birds,2.395682561
Myiophobus_roraimae,Birds,0.531966835
Myiopsitta_luchsi,Birds,6.364747649
Myiornis_albiventris,Birds,1.444079635
Myiornis_ecaudatus,Birds,0.951252232
Myiotheretes_fumigatus,Birds,0.40060456
Myiotheretes_fuscorufus,Birds,1.521312518
Myiotheretes_striaticollis,Birds,1.19799916
Myiothlypis_bivittata,Birds,1.217830561
Myiothlypis_chrysogaster,Birds,2.583398877
Myiothlypis_coronata,Birds,1.455199512
Myiothlypis_euophrys,Birds,1.818166204
Myiothlypis_flaveola,Birds,0.530283105
Myiothlypis_fulvicauda,Birds,0.652086984
Myiothlypis_luteoviridis,Birds,0.002351392
Myiothlypis_mesoleuca,Birds,1.485329406
Myiothlypis_nigrocristata,Birds,0.247345773
Myiothlypis_roraimae,Birds,0.516196316
Myiothlypis_signata,Birds,2.401360855
Myiothlypis_striaticeps,Birds,0.754867527
Myiotriccus_phoenicurus,Birds,1.500549686
Myiozetetes_cayanensis,Birds,1.100724644
Myiozetetes_granadensis,Birds,0.497036226
Myiozetetes_luteiventris,Birds,0.950057114
Myiozetetes_similis,Birds,0.764555644
Mylesinus_paraschomburgkii,Fishes,0.718495693
Mylesinus_schomburgkii,Fishes,1.604973018
Myleus_arnoldi,Fishes,1.999214219
Myleus_asterias,Fishes,0.903174735
Myleus_lobatus,Fishes,0.975779691
Myleus_micans,Fishes,1.154300532
Myleus_pacu,Fishes,0.868354602
Myleus_rhomboidalis,Fishes,1.01163225
Myleus_schomburgkii,Fishes,0.851975779
Myleus_setiger,Fishes,1.014652518
Myleus_torquatus,Fishes,0.962993534
Myloplus_rubripinnis,Fishes,0.86754748
Mylossoma_aureum,Fishes,0.802239912
Mylossoma_duriventre,Fishes,0.831839205
Myocastor_coypus,Mammals,0.374226342
Myoglanis_koepckei,Fishes,0.482775812
Myoprocta_acouchy,Mammals,0.942293726
Myoprocta_pratti,Mammals,0.508696071
Myornis_senilis,Birds,0.225812488
Myotis_albescens,Mammals,0.920526649
Myotis_dinellii,Mammals,2.182759276
Myotis_keaysi,Mammals,1.003911709
Myotis_nigricans,Mammals,0.92743297
Myotis_oxyotus,Mammals,0.703016184
Myotis_riparius,Mammals,0.921229691
Myotis_simus,Mammals,0.477614795
Myoxanthus_affinis,Plants,0.863129258
Myoxanthus_antennifer,Plants,3.071548744
Myoxanthus_chloe,Plants,1.950907369
Myoxanthus_frutex,Plants,1.67050148
Myoxanthus_gyas,Plants,62.24458829
Myoxanthus_merae,Plants,6.118657784
Myoxanthus_monophyllus,Plants,1.677660903
Myoxanthus_scandens,Plants,2.471705924
Myoxanthus_serripetalus,Plants,1.251117245
Myoxanthus_trachychlamys,Plants,0.611489234
Myracrodruon_urundeuva,Plants,0.860220074
Myrceugenia_brevipedicellata,Plants,1.55774027
Myrceugenia_kleinii,Plants,2.103567011
Myrceugenia_ovata,Plants,0.235022356
Myrceugenia_pilotantha,Plants,1.647573655
Myrcia_aegyphylloides,Plants,2.304921065
Myrcia_albidotomentosa,Plants,1.325813478
Myrcia_alloiota,Plants,2.304921065
Myrcia_amazonica,Plants,1.207261173
Myrcia_ambivalens,Plants,0.44655126
Myrcia_anceps,Plants,0.764117826
Myrcia_andromedoides,Plants,2.304921065
Myrcia_atramentifera,Plants,0.919867954
Myrcia_bella,Plants,0.973352345
Myrcia_bicarinata,Plants,1.652164379
Myrcia_bolivarensis,Plants,1.94018635
Myrcia_bombycina,Plants,0.626800954
Myrcia_bonnetiasylvestris,Plants,1.091438747
Myrcia_botrys,Plants,2.304921065
Myrcia_bracteata,Plants,1.015254147
Myrcia_brunnea,Plants,2.304921065
Myrcia_buxifolia,Plants,2.304921065
Myrcia_caerulescens,Plants,2.304921065
Myrcia_calycampa,Plants,1.538876287
Myrcia_camapurnensis,Plants,2.304921065
Myrcia_capivarhyensis,Plants,2.304921065
Myrcia_caracana,Plants,2.304921065
Myrcia_cardiophylla,Plants,2.304921065
Myrcia_catharinensis,Plants,2.315024311
Myrcia_caudata,Plants,4.911207773
Myrcia_citrifolia,Plants,1.460953268
Myrcia_clusiifolia,Plants,0.991633216
Myrcia_collina,Plants,2.304921065
Myrcia_colpodes,Plants,2.304921065
Myrcia_concava,Plants,1.776169917
Myrcia_cordifolia,Plants,0.734507171
Myrcia_coriacea,Plants,1.392572581
Myrcia_crassicaulis,Plants,1.913624976
Myrcia_crulsiana,Plants,2.304921065
Myrcia_cucullata,Plants,1.465449117
Myrcia_debilis,Plants,2.304921065
Myrcia_dermatophylla,Plants,2.304921065
Myrcia_desertorum,Plants,2.304921065
Myrcia_diamantiensis,Plants,2.304921065
Myrcia_dichasialis,Plants,0.68089878
Myrcia_elevata,Plants,6.84608939
Myrcia_emarginata,Plants,2.304921065
Myrcia_eriopus,Plants,1.566507369
Myrcia_extranea,Plants,4.703689744
Myrcia_fallax,Plants,0.81087171
Myrcia_fascicularis,Plants,3.685249468
Myrcia_fenzliana,Plants,0.930825745
Myrcia_ferruginea,Plants,2.304921065
Myrcia_gestasiana,Plants,2.304921065
Myrcia_gigas,Plants,1.37308813
Myrcia_glauca,Plants,2.304921065
Myrcia_gonini,Plants,8.519646886
Myrcia_goyazensis,Plants,1.088720768
Myrcia_grandifolia,Plants,0.751095986
Myrcia_guajavifolia,Plants,0.736861884
Myrcia_hebepetala,Plants,0.616565178
Myrcia_heringii,Plants,0.644195615
Myrcia_hexasticha,Plants,0.369949789
Myrcia_hiemalis,Plants,0.851548152
Myrcia_hilariana,Plants,2.304921065
Myrcia_hoffmannseggii,Plants,1.906761606
Myrcia_hypericoides,Plants,2.304921065
Myrcia_ilheosensis,Plants,0.67949491
Myrcia_inaequiloba,Plants,1.218372217
Myrcia_incompleta,Plants,0.688517532
Myrcia_innovans,Plants,0.855231231
Myrcia_integra,Plants,1.647769636
Myrcia_intonsa,Plants,0.788249487
Myrcia_kiaerskowii,Plants,0.748516668
Myrcia_laevis,Plants,11.78568617
Myrcia_laruotteana,Plants,1.309549076
Myrcia_laxiflora,Plants,1.345387033
Myrcia_leptoclada,Plants,3.231462158
Myrcia_linearifolia,Plants,0.215204256
Myrcia_lineata,Plants,2.059371994
Myrcia_lutescens,Plants,0.44465408
Myrcia_macrocarpa,Plants,1.51707036
Myrcia_maragnana,Plants,2.304921065
Myrcia_mayana,Plants,0.981335997
Myrcia_microphylla,Plants,0.833887314
Myrcia_mischophylla,Plants,0.140170145
Myrcia_mollis,Plants,0.749739369
Myrcia_multiflora,Plants,1.247144149
Myrcia_multipunctata,Plants,2.304921065
Myrcia_mutabilis,Plants,0.155726909
Myrcia_myrtillifolia,Plants,2.304921065
Myrcia_neesiana,Plants,0.831976688
Myrcia_nigrescens,Plants,0.872563188
Myrcia_nigropunctata,Plants,0.860072471
Myrcia_nobilis,Plants,4.60E-05
Myrcia_nubicola,Plants,0.858763182
Myrcia_obumbrans,Plants,0.880332786
Myrcia_oreioeca,Plants,2.304921065
Myrcia_orthophylla,Plants,1.321008191
Myrcia_ouropretoensis,Plants,2.304921065
Myrcia_paivae,Plants,1.04186185
Myrcia_pallens,Plants,1.156698601
Myrcia_paracatuensis,Plants,1.655337695
Myrcia_parnahibensis,Plants,5.63E-05
Myrcia_pauciflora,Plants,2.304921065
Myrcia_peckoltiana,Plants,2.304921065
Myrcia_pendula,Plants,1.146586043
Myrcia_pentagona,Plants,1.190078498
Myrcia_phaeoclada,Plants,6.340354544
Myrcia_piauhiensis,Plants,1.061051039
Myrcia_pinifolia,Plants,0.346178693
Myrcia_pistrinalis,Plants,0.99605871
Myrcia_platyclada,Plants,1.319884082
Myrcia_polyantha,Plants,3.648503176
Myrcia_porphyrea,Plants,10.60637007
Myrcia_proxima,Plants,2.304921065
Myrcia_pubescens,Plants,0.161587784
Myrcia_pubiflora,Plants,0.622851008
Myrcia_pyrifolia,Plants,1.086565038
Myrcia_racemulosa,Plants,0.229859097
Myrcia_reticulata,Plants,0.86141204
Myrcia_revolutifolia,Plants,0.326626448
Myrcia_riedeliana,Plants,2.304921065
Myrcia_rimosa,Plants,0.655241182
Myrcia_rotundifolia,Plants,1.893759436
Myrcia_rubiginosa,Plants,2.304921065
Myrcia_rufipes,Plants,0.639455066
Myrcia_rufula,Plants,1.587656816
Myrcia_sabaraensis,Plants,2.304921065
Myrcia_salzmannii,Plants,1.433698916
Myrcia_saxatilis,Plants,1.774914458
Myrcia_schrankiana,Plants,2.304921065
Myrcia_servata,Plants,1.208900721
Myrcia_silvatica,Plants,1.469739899
Myrcia_speciosa,Plants,28.90498179
Myrcia_splendens,Plants,1.084409073
Myrcia_stigmatosa,Plants,0.438439753
Myrcia_subcordifolia,Plants,2.588188636
Myrcia_subobliqua,Plants,2.72970415
Myrcia_subverticillaris,Plants,0.413891439
Myrcia_sylvatica,Plants,1.048033254
Myrcia_tenuifolia,Plants,0.747707543
Myrcia_tetraphylla,Plants,1.717244558
Myrcia_tocantinensis,Plants,0.65350558
Myrcia_tomentosa,Plants,1.301586827
Myrcia_tumida,Plants,1.92183763
Myrcia_uberavensis,Plants,0.301503917
Myrcia_undulata,Plants,2.01722075
Myrcia_variabilis,Plants,0.58256967
Myrcia_velloziana,Plants,2.304921065
Myrcia_vestita,Plants,0.628535321
Myrcia_wittigiana,Plants,2.304921065
Myrcianthes_brunnea,Plants,2.304921065
Myrcianthes_cymosa,Plants,2.304921065
Myrcianthes_discolor,Plants,1.307090826
Myrcianthes_indifferens,Plants,1.109713778
Myrcianthes_karsteniana,Plants,0.348785534
Myrcianthes_mato,Plants,1.116015861
Myrcianthes_pungens,Plants,0.654537245
Myrcianthes_terminalis,Plants,0.398954372
Myrciaria_adenodes,Plants,2.304921065
Myrciaria_amazonica,Plants,1.094605879
Myrciaria_axillaris,Plants,2.304921065
Myrciaria_chartacea,Plants,2.304921065
Myrciaria_floribunda,Plants,1.056180786
Myrciaria_glazioviana,Plants,3.89301592
Myrciaria_jaboticaba,Plants,1.67859633
Myrciaria_leucophoea,Plants,2.304921065
Myrciaria_piedadensis,Plants,2.304921065
Myrciaria_racemosa,Plants,0.820711841
Myrciaria_rojasii,Plants,2.304921065
Myrciaria_tenella,Plants,1.33919581
Myrciaria_vexator,Plants,1.51042699
Myrciaria_vismeifolia,Plants,3.26851669
Myrica_fallax,Plants,5.74385747
Myriocarpa_cordifolia,Plants,0.5546054
Myriocarpa_densiflora,Plants,1.255723241
Myriocarpa_longipes,Plants,1.195219381
Myriocarpa_stipitata,Plants,1.0036643
Myriocladus_churunensis,Plants,1.209913576
Myriocladus_neblinaensis,Plants,1.14644685
Myriocladus_paludicola,Plants,0.487430767
Myriocladus_steyermarkii,Plants,1.142729609
Myriophyllum_aquaticum,Plants,0.993908411
Myriophyllum_mattogrossensis,Plants,1.151337656
Myriopus_paniculatus,Plants,1.150605008
Myriopus_rubicundus,Plants,2.412134965
Myriopus_salzmannii,Plants,7.38535484
Myrmeciza_longipes,Birds,1.693293551
Myrmecophaga_tridactyla,Mammals,0.9080175
Myrmelastes_brunneiceps,Birds,1.383650876
Myrmelastes_caurensis,Birds,0.779472654
Myrmelastes_humaythae,Birds,0.71804463
Myrmelastes_hyperythrus,Birds,0.53673631
Myrmelastes_leucostigma,Birds,0.903495997
Myrmelastes_rufifacies,Birds,1.598348697
Myrmelastes_saturatus,Birds,1.939944332
Myrmelastes_schistaceus,Birds,0.446145605
Myrmoborus_leucophrys,Birds,1.105006173
Myrmoborus_lophotes,Birds,0.839328251
Myrmoborus_lugubris,Birds,0.59344775
Myrmoborus_melanurus,Birds,3.154310587
Myrmoborus_myotherinus,Birds,0.866221729
Myrmochanes_hemileucus,Birds,1.055551291
Myrmoderus_eowilsoni,Birds,0.367025505
Myrmoderus_ferrugineus,Birds,1.373767899
Myrmophylax_atrothorax,Birds,0.996091323
Myrmorchilus_strigilatus,Birds,0.185270037
Myrmornis_torquata,Birds,1.297170863
Myrmothera_campanisona,Birds,0.696844352
Myrmothera_simplex,Birds,0.453093042
Myrmotherula_ambigua,Birds,0.472902134
Myrmotherula_assimilis,Birds,1.265807623
Myrmotherula_axillaris,Birds,0.942828373
Myrmotherula_behni,Birds,0.247575772
Myrmotherula_brachyura,Birds,0.915828027
Myrmotherula_cherriei,Birds,0.574930195
Myrmotherula_grisea,Birds,1.408134254
Myrmotherula_ignota,Birds,0.505506073
Myrmotherula_iheringi,Birds,0.780396413
Myrmotherula_klagesi,Birds,2.232704881
Myrmotherula_longicauda,Birds,1.398329367
Myrmotherula_longipennis,Birds,0.876707459
Myrmotherula_menetriesii,Birds,0.904865758
Myrmotherula_multostriata,Birds,0.821727713
Myrmotherula_schisticolor,Birds,1.398028926
Myrmotherula_sclateri,Birds,0.887962487
Myrmotherula_sunensis,Birds,0.693509704
Myrmotherula_surinamensis,Birds,1.771373439
Myrodia_floribunda,Plants,2.304921065
Myrosma_membranacea,Plants,2.304921065
Myrosma_tenuifolia,Plants,2.304921065
Myrosmodes_nubigenum,Plants,0.543635626
Myrosmodes_paludosa,Plants,1.17219773
Myrospermum_frutescens,Plants,2.986935311
Myroxylon_peruiferum,Plants,0.962804546
Myrrhinium_atropurpureum,Plants,0.964295827
Myrsine_brevis,Plants,7.503722505
Myrsine_congesta,Plants,0.553712329
Myrsine_coriacea,Plants,1.506734661
Myrsine_guianensis,Plants,1.231848485
Myrsine_laetevirens,Plants,1.297313289
Myrsine_latifolia,Plants,0.939536485
Myrsine_leuconeura,Plants,1.235910788
Myrsine_matensis,Plants,0.639391643
Myrsine_pearcei,Plants,0.954907693
Myrsine_pseudocrenata,Plants,2.169618137
Myrsine_sprucei,Plants,1.255723241
Myrsine_umbellata,Plants,1.051137912
Myrsine_weberbaueri,Plants,0.20059003
Myrsine_youngii,Plants,0.9534194
Myrteola_acerosa,Plants,0.647108741
Myrteola_nummularia,Plants,1.105566773
Myrteola_phylicoides,Plants,1.21591122
Myrtis_fanny,Birds,0.457762201
Myrtus_biflora,Plants,2.304921065
Myrtus_elegans,Plants,2.304921065
Myrtus_ovalifolia,Plants,2.304921065
Myrtus_pilosus,Plants,2.304921065
Myrtus_platyphyllus,Plants,2.304921065
Najas_arguta,Plants,0.934971668
Nama_dichotoma,Plants,3.602264371
Nannacara_adoketa,Fishes,0.206505451
Nannacara_taenia,Fishes,1.262512109
Nannoglanis_fasciatus,Fishes,0.539008638
Nannophryne_corynetes,Amphibians,3.789182743
Nannopsittaca_dachilleae,Birds,1.225152746
Nannopsittaca_panychlora,Birds,0.191341682
Nannopterum_brasilianus_R,Birds,7.561805464
Nannostomus_beckfordi,Fishes,1.22588057
Nannostomus_britskii,Fishes,1.228312281
Nannostomus_digrammus,Fishes,0.922142552
Nannostomus_eques,Fishes,0.629216303
Nannostomus_harrisoni,Fishes,0.693426308
Nannostomus_limatus,Fishes,0.721878346
Nannostomus_marginatus,Fishes,0.548962816
Nannostomus_marilynae,Fishes,0.734785221
Nannostomus_mortenthaleri,Fishes,2.34E-04
Nannostomus_nitidus,Fishes,3.378349639
Nannostomus_rubrocaudatus,Fishes,0.310918625
Nannostomus_trifasciatus,Fishes,0.788420109
Nannostomus_unifasciatus,Fishes,0.826793077
Napeanthus_andinus,Plants,1.125431577
Napeanthus_angustifolius,Plants,6.029853286
Napeanthus_apodemus,Plants,0.931383867
Napeanthus_brasiliensis,Plants,2.304921065
Napeanthus_jelskii,Plants,1.114422243
Nasa_anderssonii,Plants,2.571464048
Nasa_bicornuta,Plants,3.88627217
Nasa_campaniflora,Plants,0.068386932
Nasa_chenopodiifolia,Plants,2.330510444
Nasa_cymbopetala,Plants,0.702668825
Nasa_humboldtiana,Plants,0.245638077
Nasa_loxensis,Plants,0.107514122
Nasa_macrorrhiza,Plants,1.255723241
Nasa_macrothyrsa,Plants,1.027236809
Nasa_pascoensis,Plants,8.10609164
Nasa_poissoniana,Plants,0.246643113
Nasa_pteridophylla,Plants,1.083391184
Nasa_raimondii,Plants,3.266947398
Nasa_sanchezii,Plants,2.287559044
Nasa_stuebeliana,Plants,2.15721935
Nasa_tingomariensis,Plants,2.342026928
Nasa_vargasii,Plants,0.513096169
Nasica_longirostris,Birds,0.853605366
Nassella_caespitosa,Plants,9.674848099
Nassella_mexicana,Plants,1.839732112
Nassella_meyeniana,Plants,1.279474705
Nassella_novari,Plants,11.34463531
Nassella_sanluisensis,Plants,7.965756152
Nastanthus_caespitosus,Plants,28.73790817
Nasua_narica,Mammals,0.937095884
Nasua_nasua,Mammals,0.909756525
Nasuella_olivacea,Mammals,0.158885929
Natalus_tumidirostris,Mammals,2.268867923
Naucleopsis_caloneura,Plants,0.952476164
Naucleopsis_concinna,Plants,0.723577484
Naucleopsis_glabra,Plants,0.777863946
Naucleopsis_humilis,Plants,0.462291508
Naucleopsis_imitans,Plants,0.720541231
Naucleopsis_krukovii,Plants,0.673195215
Naucleopsis_naga,Plants,0.710164892
Naucleopsis_ulei,Plants,0.935967781
Naucleopsis_velutina,Plants,3.978744906
Nautilocalyx_bullatus,Plants,0.711641705
Nautilocalyx_colonensis,Plants,8.373371668
Nautilocalyx_erytranthus,Plants,0.689430616
Nautilocalyx_fasciculatus,Plants,8.896957221
Nautilocalyx_forgetii,Plants,0.333623634
Nautilocalyx_glandulifer,Plants,0.686504814
Nautilocalyx_hirtiflorus,Plants,6.233368638
Nautilocalyx_lynchii,Plants,2.304921065
Nautilocalyx_membranaceus,Plants,8.1282641
Nautilocalyx_mimuloides,Plants,4.133493435
Nautilocalyx_mulfordii,Plants,2.304921065
Nautilocalyx_pallidus,Plants,0.989225534
Nautilocalyx_porphyrotrichus,Plants,1.635182922
Nautilocalyx_rugosus,Plants,0.612969192
Nautilocalyx_vinosus,Plants,0.854077643
Nautilocalyx_whitei,Plants,0.718843104
Navia_angustifolia,Plants,6.197669179
Navia_carnevalii,Plants,1.157991582
Navia_filifera,Plants,0.481272449
Navia_fontoides,Plants,0.074540816
Navia_graminifolia,Plants,0.366263141
Navia_huberiana,Plants,3.097957122
Navia_jauana,Plants,0.390022803
Navia_latifolia,Plants,3.363439323
Navia_liesneri,Plants,2.848055434
Navia_lindmanioides,Plants,8.723382405
Navia_octopoides,Plants,5.223932485
Navia_parvula,Plants,0.51385058
Navia_phelpsiae,Plants,1.277085498
Navia_polyglomerata,Plants,0.636374133
Navia_sandwithii,Plants,6.95827705
Navia_saxicola,Plants,1.159858859
Navia_semiserrata,Plants,1.679368192
Navia_serrulata,Plants,2.416390307
Navia_umbratilis,Plants,1.706683963
Navia_wurdackii,Plants,0.339861905
Neacomys_dubosti,Mammals,1.233694468
Neacomys_guianae,Mammals,2.300149906
Neacomys_minutus,Mammals,0.219721172
Neacomys_musseri,Mammals,0.141193061
Neacomys_paracou,Mammals,1.398814908
Neacomys_spinosus,Mammals,0.692605956
Neacomys_tenuipes,Mammals,1.532731428
Nealchornea_stipitata,Plants,2.304921065
Neblinathamnus_brasiliensis,Plants,0.742523253
Neckera_andina,Plants,1.693508225
Neckera_chilensis,Plants,1.106173199
Neckera_ehrenbergii,Plants,0.885254004
Neckeropsis_disticha,Plants,0.828787079
Necromys_amoenus,Mammals,1.212115841
Necromys_lactens,Mammals,0.195252414
Necromys_lasiurus,Mammals,0.843396066
Necromys_lenguarum,Mammals,0.62537418
Necromys_urichi,Mammals,1.012921423
Nectandra_bartlettiana,Plants,0.789127253
Nectandra_brittonii,Plants,2.233650415
Nectandra_brochidodroma,Plants,0.733471886
Nectandra_canaliculata,Plants,3.523616491
Nectandra_coeloclada,Plants,1.04994256
Nectandra_cordata,Plants,4.345029901
Nectandra_cuneatocordata,Plants,0.618115548
Nectandra_cuspidata,Plants,1.113679904
Nectandra_debilis,Plants,1.344389038
Nectandra_discolor,Plants,1.100408214
Nectandra_embirensis,Plants,0.641246035
Nectandra_firma,Plants,2.304921065
Nectandra_fulva,Plants,1.608827206
Nectandra_furcata,Plants,3.127314225
Nectandra_guadaripo,Plants,1.056748846
Nectandra_heterotricha,Plants,0.965437309
Nectandra_hihua,Plants,1.06313422
Nectandra_hirtella,Plants,14.18183869
Nectandra_impressa,Plants,2.304921065
Nectandra_japurensis,Plants,0.619547234
Nectandra_lanceolata,Plants,0.536428016
Nectandra_laurel,Plants,1.192667292
Nectandra_leucantha,Plants,1.213566272
Nectandra_lineata,Plants,0.834529156
Nectandra_longifolia,Plants,0.771053188
Nectandra_lucida,Plants,3.035600872
Nectandra_martinicensis,Plants,1.165735037
Nectandra_maynensis,Plants,0.656955707
Nectandra_megapotamica,Plants,1.346335419
Nectandra_membranacea,Plants,0.77717107
Nectandra_micranthera,Plants,0.648825658
Nectandra_microcarpa,Plants,0.899323767
Nectandra_nitidula,Plants,0.711067342
Nectandra_pearcei,Plants,1.076240303
Nectandra_pichurim,Plants,1.540318157
Nectandra_puberula,Plants,0.359261725
Nectandra_pulverulenta,Plants,1.252716022
Nectandra_purpurea,Plants,0.786120621
Nectandra_sanguinea,Plants,1.979457571
Nectandra_sordida,Plants,1.047017878
Nectandra_subbullata,Plants,0.28321674
Nectandra_turbacensis,Plants,0.948596762
Nectandra_umbrosa,Plants,0.427202402
Nectandra_utilis,Plants,1.046160943
Nectandra_wurdackii,Plants,4.954801531
Nectocaecilia_petersii,Amphibians,0.623776764
Nectomys_apicalis,Mammals,0.269656218
Nectomys_grandis,Mammals,0.27564269
Nectomys_palmipes,Mammals,2.793711603
Nectomys_rattus,Mammals,1.028661027
Neea_alternifolia,Plants,2.304921065
Neea_altissima,Plants,0.857063898
Neea_amplifolia,Plants,0.970373478
Neea_angustifolia,Plants,1.255723241
Neea_anisophylla,Plants,2.368710721
Neea_chlorantha,Plants,0.634629401
Neea_clarkii,Plants,4.36954059
Neea_dimorphophylla,Plants,0.259016569
Neea_divaricata,Plants,0.653964802
Neea_glaziovii,Plants,2.304921065
Neea_huachamacarae,Plants,1.008737375
Neea_krukovii,Plants,1.302418191
Neea_laxa,Plants,0.637367731
Neea_longipedunculata,Plants,0.910109691
Neea_macrantha,Plants,2.304921065
Neea_macrophylla,Plants,0.952141148
Neea_mapirensis,Plants,2.225679477
Neea_marginata,Plants,2.304921065
Neea_mitscherlichia,Plants,2.304921065
Neea_mollis,Plants,2.26519381
Neea_ovalifolia,Plants,1.075877291
Neea_parimensis,Plants,5.267002511
Neea_pisonioides,Plants,7.503722505
Neea_robusta,Plants,0.700541177
Neea_rubiginosa,Plants,2.304921065
Neea_salicifolia,Plants,2.304921065
Neea_sebastianii,Plants,8.999877177
Neea_selloiana,Plants,2.304921065
Neea_sparsiflora,Plants,2.700473885
Neea_spruceana,Plants,1.05137927
Neea_steinbachiana,Plants,0.803751295
Neea_subglabrata,Plants,2.175172342
Neea_subtubulosa,Plants,7.503722505
Neea_tessmannii,Plants,7.503722505
Neea_verticillala,Plants,7.359940916
Neea_verticillata,Plants,0.722514375
Neea_virens,Plants,0.616245263
Neea_warmingii,Plants,2.304921065
Neea_williamsii,Plants,8.689290896
Nelsonia_brunellioides,Plants,6.059027175
Nemadoras_cristinae,Fishes,0.428044903
Nemadoras_elongatus,Fishes,0.641920555
Nemadoras_hemipeltis,Fishes,0.460926619
Nemadoras_humeralis,Fishes,0.796000603
Nemadoras_leporhinus,Fishes,1.17533949
Nemadoras_trimaculatus,Fishes,0.575817962
Nematanthus_gregarius,Plants,2.348152382
Nemosia_pileata,Birds,1.140377987
Nemuroglanis_furcatus,Fishes,1.990731176
Nemuroglanis_lanceolatus,Fishes,0.414638176
Nemuroglanis_pauciradiatus,Fishes,0.630111153
Neocabreria_pennivenia,Plants,2.304921065
Neochen_jubata,Birds,0.999898078
Neocouma_parviflora,Plants,0.514510705
Neocrerythrops,Birds,2.109005932
Neoctantes_niger,Birds,0.569287428
Neocuatrecasia_cuzcoensis,Plants,0.433083032
Neocuatrecasia_tysonii,Plants,0.170101834
Neomarica_longifolia,Plants,0.940849165
Neomitranthes_obscura,Plants,1.264039546
Neomorphus_geoffroyi,Birds,1.217811059
Neomorphus_pucheranii,Birds,0.280052272
Neomorphus_rufipennis,Birds,1.960276095
Neonelsonia_acuminata,Plants,0.799142118
Neonycteris_pusilla,Mammals,0.906795739
Neopelma_chrysocephalum,Birds,1.473031361
Neopelma_pallescens,Birds,1.156186264
Neopelma_sulphureiventer,Birds,0.629078559
Neopipo_cinnamomea,Birds,0.879952935
Neoptychocarpus_apodanthus,Plants,1.141476775
Neoptychocarpus_killipii,Plants,0.54784484
Neoraputia_magnifica,Plants,3.225105047
Neoregelia_cruenta,Plants,1.761049109
Neoregelia_leviana,Plants,0.518675775
Neoregelia_magdalenae,Plants,2.304921065
Neoregelia_wurdackii,Plants,1.664934896
Neosprucea_grandiflora,Plants,0.642751935
Neosprucea_melastomatoides,Plants,7.524794317
Neosprucea_paterna,Plants,2.044069184
Neosprucea_pedicellata,Plants,0.762265352
Neosprucea_rimachii,Plants,1.22510888
Neosprucea_sucumbiensis,Plants,0.909781538
Neosprucea_tenuisepala,Plants,0.765861989
Neotatea_longifolia,Plants,0.297232372
Neotessmannia_uniflora,Plants,1.255723241
Neothraupis_fasciata,Birds,1.669983905
Neotomys_ebriosus,Mammals,1.837309549
Nephelomyias_ochraceiventris,Birds,0.635962036
Nephelomyias_pulcher,Birds,0.377072005
Nephelomys_albigularis,Mammals,0.712699003
Nephelomys_auriventer,Mammals,0.465085648
Nephelomys_keaysi,Mammals,2.191295494
Nephelomys_levipes,Mammals,1.129835923
Nephelornis_oneilli,Birds,0.03300639
Nephradenia_acerosa,Plants,0.694941634
Nephradenia_asparagoides,Plants,0.956315045
Nephradenia_linearis,Plants,1.387675332
Nephradenia_reflexa,Plants,9.468915519
Nephrolepis_occidentalis,Plants,1.406210583
Nephrolepis_pendula,Plants,1.222883184
Nephrolepis_rivularis,Plants,1.040542972
Neptunia_prostrata,Plants,0.800390875
Neptunia_pubescens,Plants,0.415641173
Nesorohyla_kanaima,Amphibians,0.345413467
Nestoria_obtusifoliolata,Plants,2.304921065
Netta_erythrophthalma,Birds,8.711127508
Neuontobotrys_linearifolia,Plants,39.45675285
Neurolaena_lobata,Plants,1.86779984
Neusticomys_ferreirai,Mammals,1.642303658
Neusticomys_monticolus,Mammals,0.052985372
Neusticomys_oyapocki,Mammals,0.996676017
Neusticomys_venezuelae,Mammals,0.424368606
Neusticurus_bicarinatus,Reptiles,1.222487487
Neusticurus_medemi,Reptiles,0.353657511
Neusticurus_racenisi,Reptiles,1.041107283
Neusticurus_rudis,Reptiles,1.221308996
Newtonia_contorta,Plants,1.17149509
Niceforonia_dolops,Amphibians,1.127234077
